965	2	45	23
966	1	48	23
967	4	42	27
968	1	45	19
969	2	45	23
970	1	48	23
971	3	45	27
972	1	48	23
973	2	48	27
974	1	51	27
975	5	42	31
976	1	45	19
977	2	45	23
978	1	48	23
979	3	45	27
980	1	48	23
981	2	48	27
982	1	50	27
983	4	45	31
984	1	47	23
985	2	48	27
986	1	51	27
987	3	47	31
988	1	51	27
989	2	50	31
990	1	53	31
991	6	41	35
992	1	44	19
993	2	45	23
994	1	48	23
995	3	44	27
996	1	47	23
997	2	47	27
998	1	50	27
999	4	45	31
1000	1	47	23
1001	2	47	27
1002	1	50	27
1003	3	48	31
1004	1	50	27
1005	2	50	31
1006	1	53	31
1007	5	44	35
1008	1	47	23
1009	2	47	27
1010	1	50	27
1011	3	47	31
1012	1	50	27
1013	2	50	31
1014	1	53	31
1015	4	47	35
1016	1	50	27
1017	2	49	31
1018	1	53	31
1019	3	50	35
1020	1	53	31
1021	2	53	35
1022	1	55	35
1023	11	29	39
1024	1	42	3
1025	2	41	7
1026	1	44	7
1027	3	41	11
1028	1	44	7
1029	2	44	11
1030	1	47	11
1031	4	41	15
1032	1	44	7
1033	2	44	11
1034	1	47	11
1035	3	44	15
1036	1	47	11
1037	2	47	15
1038	1	50	15
1039	5	41	19
1040	1	44	7
1041	2	44	11
1042	1	47	11
1043	3	44	15
1044	1	47	11
1045	2	47	15
1046	1	50	15
1047	4	44	19
1048	1	46	11
1049	2	47	15
1050	1	50	15
1051	3	46	19
1052	1	50	15
1053	2	49	19
1054	1	53	19
1055	6	40	23
1056	1	44	7
1057	2	44	11
1058	1	46	11
1059	3	44	15
1060	1	47	11
1061	2	46	15
1062	1	49	15
1063	4	43	19
1064	1	46	11
1065	2	46	15
1066	1	49	15
1067	3	46	19
1068	1	49	15
1069	2	49	19
1070	1	52	19
1071	5	43	23
1072	1	46	11
1073	2	46	15
1074	1	49	15
1075	3	46	19
1076	1	49	15
1077	2	49	19
1078	1	52	19
1079	4	46	23
1080	1	49	15
1081	2	49	19
1082	1	52	19
1083	3	49	23
1084	1	51	19
1085	2	52	23
1086	1	54	23
1087	7	40	27
1088	1	43	7
1089	2	43	11
1090	1	46	11
1091	3	43	15
1092	1	46	11
1093	2	46	15
1094	1	49	15
1095	4	43	19
1096	1	46	11
1097	2	46	15
1098	1	48	15
1099	3	45	19
1100	1	49	15
1101	2	49	19
1102	1	51	19
1103	5	42	23
1104	1	46	11
1105	2	45	15
1106	1	48	15
1107	3	46	19
1108	1	48	15
1109	2	48	19
1110	1	51	19
1111	4	46	23
1112	1	48	15
1113	2	49	19
1114	1	51	19
1115	3	48	23
1116	1	51	19
1117	2	51	23
1118	1	54	23
1119	6	42	27
1120	1	45	11
1121	2	46	15
1122	1	48	15
1123	3	45	19
1124	1	48	15
1125	2	49	19
1126	1	51	19
1127	4	45	23
1128	1	48	15
1129	2	48	19
1130	1	52	19
1131	3	48	23
1132	1	51	19
1133	2	51	23
1134	1	54	23
1135	5	45	27
1136	1	48	15
1137	2	48	19
1138	1	51	19
1139	3	48	23
1140	1	51	19
1141	2	51	23
1142	1	54	23
1143	4	48	27
1144	1	51	19
1145	2	50	23
1146	1	54	23
1147	3	51	27
1148	1	54	23
1149	2	53	27
1150	1	56	27
1151	8	39	31
1152	1	43	7
1153	2	43	11
1154	1	45	11
1155	3	42	15
1156	1	45	11
1157	2	45	15
1158	1	48	15
1159	4	42	19
1160	1	45	11
1161	2	45	15
1162	1	48	15
1163	3	45	19
1164	1	48	15
1165	2	48	19
1166	1	51	19
1167	5	42	23
1168	1	45	11
1169	2	45	15
1170	1	48	15
1171	3	45	19
1172	1	48	15
1173	2	48	19
1174	1	51	19
1175	4	45	23
1176	1	48	15
1177	2	48	19
1178	1	51	19
1179	3	48	23
1180	1	51	19
1181	2	51	23
1182	1	54	23
1183	6	42	27
1184	1	45	11
1185	2	45	15
1186	1	48	15
1187	3	45	19
1188	1	48	15
1189	2	47	19
1190	1	50	19
1191	4	45	23
1192	1	47	15
1193	2	47	19
1194	1	50	19
1195	3	48	23
1196	1	50	19
1197	2	51	23
1198	1	54	23
1199	5	45	27
1200	1	48	15
1201	2	47	19
1202	1	50	19
1203	3	48	23
1204	1	51	19
1205	2	50	23
1206	1	54	23
1207	4	47	27
1208	1	50	19
1209	2	50	23
1210	1	53	23
1211	3	50	27
1212	1	53	23
1213	2	53	27
1214	1	56	27
1215	7	42	31
1216	1	44	11
1217	2	44	15
1218	1	47	15
1219	3	45	19
1220	1	48	15
1221	2	48	19
1222	1	50	19
1223	4	44	23
1224	1	47	15
1225	2	47	19
1226	1	50	19
1227	3	47	23
1228	1	50	19
1229	2	50	23
1230	1	53	23
1231	5	44	27
1232	1	47	15
1233	2	47	19
1234	1	50	19
1235	3	48	23
1236	1	50	19
1237	2	50	23
1238	1	53	23
1239	4	47	27
1240	1	50	19
1241	2	50	23
1242	1	53	23
1243	3	50	27
1244	1	53	23
1245	2	53	27
1246	1	55	27
1247	6	44	31
1248	1	47	15
1249	2	47	19
1250	1	50	19
1251	3	47	23
1252	1	50	19
1253	2	50	23
1254	1	53	23
1255	4	47	27
1256	1	49	19
1257	2	50	23
1258	1	53	23
1259	3	49	27
1260	1	53	23
1261	2	53	27
1262	1	56	27
1263	5	47	31
1264	1	50	19
1265	2	50	23
1266	1	53	23
1267	3	50	27
1268	1	53	23
1269	2	53	27
1270	1	55	27
1271	4	50	31
1272	1	53	23
1273	2	52	27
1274	1	55	27
1275	3	52	31
1276	1	55	27
1277	2	55	31
1278	1	58	31
1279	9	39	35
1280	1	42	7
1281	2	42	11
1282	1	45	11
1283	3	42	15
1284	1	45	11
1285	2	45	15
1286	1	48	15
1287	4	42	19
1288	1	45	11
1289	2	45	15
1290	1	48	15
1291	3	45	19
1292	1	48	15
1293	2	48	19
1294	1	51	19
1295	5	41	23
1296	1	45	11
1297	2	44	15
1298	1	48	15
1299	3	45	19
1300	1	48	15
1301	2	47	19
1302	1	50	19
1303	4	44	23
1304	1	47	15
1305	2	48	19
1306	1	51	19
1307	3	47	23
1308	1	50	19
1309	2	50	23
1310	1	53	23
1311	6	41	27
1312	1	45	11
1313	2	44	15
1314	1	47	15
1315	3	44	19
1316	1	47	15
1317	2	47	19
1318	1	50	19
1319	4	44	23
1320	1	47	15
1321	2	47	19
1322	1	50	19
1323	3	48	23
1324	1	50	19
1325	2	50	23
1326	1	53	23
1327	5	44	27
1328	1	47	15
1329	2	48	19
1330	1	50	19
1331	3	47	23
1332	1	50	19
1333	2	50	23
1334	1	53	23
1335	4	47	27
1336	1	50	19
1337	2	50	23
1338	1	53	23
1339	3	50	27
1340	1	53	23
1341	2	53	27
1342	1	56	27
1343	7	41	31
1344	1	44	11
1345	2	44	15
1346	1	47	15
1347	3	44	19
1348	1	47	15
1349	2	47	19
1350	1	50	19
1351	4	44	23
1352	1	47	15
1353	2	47	19
1354	1	50	19
1355	3	47	23
1356	1	50	19
1357	2	50	23
1358	1	53	23
1359	5	44	27
1360	1	47	15
1361	2	47	19
1362	1	50	19
1363	3	47	23
1364	1	50	19
1365	2	50	23
1366	1	53	23
1367	4	47	27
1368	1	50	19
1369	2	50	23
1370	1	52	23
1371	3	50	27
1372	1	53	23
1373	2	52	27
1374	1	55	27
1375	6	44	31
1376	1	47	15
1377	2	47	19
1378	1	50	19
1379	3	46	23
1380	1	49	19
1381	2	50	23
1382	1	52	23
1383	4	46	27
1384	1	49	19
1385	2	49	23
1386	1	52	23
1387	3	50	27
1388	1	52	23
1389	2	52	27
1390	1	55	27
1391	5	46	31
1392	1	49	19
1393	2	49	23
1394	1	52	23
1395	3	49	27
1396	1	52	23
1397	2	52	27
1398	1	55	27
1399	4	49	31
1400	1	52	23
1401	2	52	27
1402	1	55	27
1403	3	52	31
1404	1	55	27
1405	2	55	31
1406	1	57	31
1407	8	41	35
1408	1	44	11
1409	2	44	15
1410	1	47	15
1411	3	44	19
1412	1	47	15
1413	2	47	19
1414	1	50	19
1415	4	44	23
1416	1	47	15
1417	2	46	19
1418	1	50	19
1419	3	47	23
1420	1	50	19
1421	2	50	23
1422	1	53	23
1423	5	43	27
1424	1	47	15
1425	2	47	19
1426	1	49	19
1427	3	46	23
1428	1	49	19
1429	2	49	23
1430	1	53	23
1431	4	47	27
1432	1	50	19
1433	2	50	23
1434	1	53	23
1435	3	50	27
1436	1	52	23
1437	2	52	27
1438	1	55	27
1439	6	43	31
1440	1	47	15
1441	2	46	19
1442	1	49	19
1443	3	46	23
1444	1	50	19
1445	2	49	23
1446	1	52	23
1447	4	46	27
1448	1	49	19
1449	2	49	23
1450	1	52	23
1451	3	49	27
1452	1	52	23
1453	2	52	27
1454	1	55	27
1455	5	46	31
1456	1	49	19
1457	2	49	23
1458	1	52	23
1459	3	49	27
1460	1	52	23
1461	2	52	27
1462	1	55	27
1463	4	49	31
1464	1	52	23
1465	2	51	27
1466	1	55	27
1467	3	51	31
1468	1	55	27
1469	2	54	31
1470	1	57	31
1471	7	43	35
1472	1	46	15
1473	2	46	19
1474	1	49	19
1475	3	46	23
1476	1	49	19
1477	2	49	23
1478	1	52	23
1479	4	46	27
1480	1	49	19
1481	2	49	23
1482	1	52	23
1483	3	49	27
1484	1	52	23
1485	2	52	27
1486	1	55	27
1487	5	46	31
1488	1	49	19
1489	2	48	23
1490	1	52	23
1491	3	49	27
1492	1	52	23
1493	2	51	27
1494	1	54	27
1495	4	49	31
1496	1	51	23
1497	2	52	27
1498	1	55	27
1499	3	51	31
1500	1	55	27
1501	2	55	31
1502	1	58	31
1503	6	46	35
1504	1	49	19
1505	2	49	23
1506	1	51	23
1507	3	49	27
1508	1	51	23
1509	2	52	27
1510	1	54	27
1511	4	48	31
1512	1	52	23
1513	2	52	27
1514	1	55	27
1515	3	51	31
1516	1	55	27
1517	2	55	31
1518	1	58	31
1519	5	48	35
1520	1	51	23
1521	2	51	27
1522	1	54	27
1523	3	51	31
1524	1	54	27
1525	2	54	31
1526	1	57	31
1527	4	51	35
1528	1	54	27
1529	2	54	31
1530	1	57	31
1531	3	54	35
1532	1	57	31
1533	2	57	35
1534	1	60	35
1535	10	39	39
1536	1	42	7
1537	2	42	11
1538	1	45	11
1539	3	42	15
1540	1	45	11
1541	2	45	15
1542	1	48	15
1543	4	42	19
1544	1	45	11
1545	2	45	15
1546	1	48	15
1547	3	45	19
1548	1	48	15
1549	2	48	19
1550	1	51	19
1551	5	42	23
1552	1	45	11
1553	2	45	15
1554	1	48	15
1555	3	45	19
1556	1	48	15
1557	2	48	19
1558	1	51	19
1559	4	45	23
1560	1	48	15
1561	2	48	19
1562	1	51	19
1563	3	48	23
1564	1	51	19
1565	2	51	23
1566	1	54	23
1567	6	42	27
1568	1	45	11
1569	2	45	15
1570	1	48	15
1571	3	45	19
1572	1	48	15
1573	2	48	19
1574	1	51	19
1575	4	45	23
1576	1	48	15
1577	2	48	19
1578	1	50	19
1579	3	48	23
1580	1	50	19
1581	2	50	23
1582	1	54	23
1583	5	45	27
1584	1	47	15
1585	2	47	19
1586	1	50	19
1587	3	47	23
1588	1	51	19
1589	2	50	23
1590	1	53	23
1591	4	47	27
1592	1	50	19
1593	2	50	23
1594	1	53	23
1595	3	50	27
1596	1	53	23
1597	2	53	27
1598	1	56	27
1599	7	41	31
1600	1	45	11
1601	2	44	15
1602	1	47	15
1603	3	44	19
1604	1	47	15
1605	2	47	19
1606	1	50	19
1607	4	44	23
1608	1	47	15
1609	2	47	19
1610	1	50	19
1611	3	47	23
1612	1	50	19
1613	2	50	23
1614	1	53	23
1615	5	44	27
1616	1	47	15
1617	2	47	19
1618	1	50	19
1619	3	47	23
1620	1	50	19
1621	2	50	23
1622	1	53	23
1623	4	47	27
1624	1	50	19
1625	2	50	23
1626	1	53	23
1627	3	50	27
1628	1	53	23
1629	2	53	27
1630	1	56	27
1631	6	44	31
1632	1	47	15
1633	2	47	19
1634	1	50	19
1635	3	47	23
1636	1	50	19
1637	2	50	23
1638	1	53	23
1639	4	47	27
1640	1	50	19
1641	2	50	23
1642	1	53	23
1643	3	50	27
1644	1	53	23
1645	2	53	27
1646	1	56	27
1647	5	47	31
1648	1	50	19
1649	2	49	23
1650	1	53	23
1651	3	50	27
1652	1	53	23
1653	2	53	27
1654	1	56	27
1655	4	50	31
1656	1	53	23
1657	2	53	27
1658	1	55	27
1659	3	53	31
1660	1	56	27
1661	2	55	31
1662	1	58	31
1663	8	41	35
1664	1	44	11
1665	2	44	15
